_input_address,_input_zpid,_input_url,_which,_fetched_at,message,source,GraphType,RecentFirst,DataPoints_city,DataPoints_state,DataPoints_streetAddress,DataPoints_zipcode,DataPoints_Current_Rent_Zestimate,_error
"3908 Danube Ln, Atlanta, GA, 30339",455024465,https://www.zillow.com/homedetails/455024465_zpid/,rent_zestimate_history,2026-04-12T16:13:18.066401+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=455024465&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F455024465_zpid%2F&byaddress=3908+Danube+Ln%2C+Atlanta%2C+GA%2C+30339
"3908 Danube Ln, Atlanta, GA, 30339",455024465,https://www.zillow.com/homedetails/455024465_zpid/,zestimate_history,2026-04-12T16:13:18.321868+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=455024465&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F455024465_zpid%2F&byaddress=3908+Danube+Ln%2C+Atlanta%2C+GA%2C+30339
"285 Centennial Olympic Park Dr NW # 203, Atlanta, GA, 30313",65462663,https://www.zillow.com/homedetails/65462663_zpid/,rent_zestimate_history,2026-04-12T16:13:18.601338+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=65462663&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65462663_zpid%2F&byaddress=285+Centennial+Olympic+Park+Dr+NW+%23+203%2C+Atlanta%2C+GA%2C+30313
"285 Centennial Olympic Park Dr NW # 203, Atlanta, GA, 30313",65462663,https://www.zillow.com/homedetails/65462663_zpid/,zestimate_history,2026-04-12T16:13:19.000632+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=65462663&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65462663_zpid%2F&byaddress=285+Centennial+Olympic+Park+Dr+NW+%23+203%2C+Atlanta%2C+GA%2C+30313
"310 Spring Heights Ln SE # 3/310, Smyrna, GA, 30080",248234364,https://www.zillow.com/homedetails/248234364_zpid/,rent_zestimate_history,2026-04-12T16:13:19.260935+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=248234364&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F248234364_zpid%2F&byaddress=310+Spring+Heights+Ln+SE+%23+3%2F310%2C+Smyrna%2C+GA%2C+30080
"310 Spring Heights Ln SE # 3/310, Smyrna, GA, 30080",248234364,https://www.zillow.com/homedetails/248234364_zpid/,zestimate_history,2026-04-12T16:13:19.528847+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=248234364&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F248234364_zpid%2F&byaddress=310+Spring+Heights+Ln+SE+%23+3%2F310%2C+Smyrna%2C+GA%2C+30080
"384 Ralph Mcgill Blvd NE # 105, Atlanta, GA, 30312",2084418857,https://www.zillow.com/homedetails/2084418857_zpid/,rent_zestimate_history,2026-04-12T16:13:19.858162+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2084418857&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2084418857_zpid%2F&byaddress=384+Ralph+Mcgill+Blvd+NE+%23+105%2C+Atlanta%2C+GA%2C+30312
"384 Ralph Mcgill Blvd NE # 105, Atlanta, GA, 30312",2084418857,https://www.zillow.com/homedetails/2084418857_zpid/,zestimate_history,2026-04-12T16:13:20.138162+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2084418857&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2084418857_zpid%2F&byaddress=384+Ralph+Mcgill+Blvd+NE+%23+105%2C+Atlanta%2C+GA%2C+30312
"361 17th St NW # 1121, Atlanta, GA, 30363",2071028723,https://www.zillow.com/homedetails/2071028723_zpid/,rent_zestimate_history,2026-04-12T16:13:20.399746+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2071028723&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2071028723_zpid%2F&byaddress=361+17th+St+NW+%23+1121%2C+Atlanta%2C+GA%2C+30363
"361 17th St NW # 1121, Atlanta, GA, 30363",2071028723,https://www.zillow.com/homedetails/2071028723_zpid/,zestimate_history,2026-04-12T16:13:20.801395+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2071028723&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2071028723_zpid%2F&byaddress=361+17th+St+NW+%23+1121%2C+Atlanta%2C+GA%2C+30363
"1608 Carroll Dr NW, Atlanta, GA, 30318",35921008,https://www.zillow.com/homedetails/35921008_zpid/,rent_zestimate_history,2026-04-12T16:13:21.225023+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35921008&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35921008_zpid%2F&byaddress=1608+Carroll+Dr+NW%2C+Atlanta%2C+GA%2C+30318
"1608 Carroll Dr NW, Atlanta, GA, 30318",35921008,https://www.zillow.com/homedetails/35921008_zpid/,zestimate_history,2026-04-12T16:13:21.505826+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35921008&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35921008_zpid%2F&byaddress=1608+Carroll+Dr+NW%2C+Atlanta%2C+GA%2C+30318
"6206 Carriage Gate Ln SE # 6, Mableton, GA, 30126",248236328,https://www.zillow.com/homedetails/248236328_zpid/,rent_zestimate_history,2026-04-12T16:13:21.808182+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=248236328&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F248236328_zpid%2F&byaddress=6206+Carriage+Gate+Ln+SE+%23+6%2C+Mableton%2C+GA%2C+30126
"6206 Carriage Gate Ln SE # 6, Mableton, GA, 30126",248236328,https://www.zillow.com/homedetails/248236328_zpid/,zestimate_history,2026-04-12T16:13:22.063046+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=248236328&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F248236328_zpid%2F&byaddress=6206+Carriage+Gate+Ln+SE+%23+6%2C+Mableton%2C+GA%2C+30126
"78 Dunwoody Springs Dr # 78, Atlanta, GA, 30328",2097780978,https://www.zillow.com/homedetails/2097780978_zpid/,rent_zestimate_history,2026-04-12T16:13:22.384846+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2097780978&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2097780978_zpid%2F&byaddress=78+Dunwoody+Springs+Dr+%23+78%2C+Atlanta%2C+GA%2C+30328
"78 Dunwoody Springs Dr # 78, Atlanta, GA, 30328",2097780978,https://www.zillow.com/homedetails/2097780978_zpid/,zestimate_history,2026-04-12T16:13:22.684004+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2097780978&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2097780978_zpid%2F&byaddress=78+Dunwoody+Springs+Dr+%23+78%2C+Atlanta%2C+GA%2C+30328
"3040 Peachtree Rd NW # 702, Atlanta, GA, 30305",82612941,https://www.zillow.com/homedetails/82612941_zpid/,rent_zestimate_history,2026-04-12T16:13:22.945102+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=82612941&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82612941_zpid%2F&byaddress=3040+Peachtree+Rd+NW+%23+702%2C+Atlanta%2C+GA%2C+30305
"3040 Peachtree Rd NW # 702, Atlanta, GA, 30305",82612941,https://www.zillow.com/homedetails/82612941_zpid/,zestimate_history,2026-04-12T16:13:23.202485+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=82612941&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82612941_zpid%2F&byaddress=3040+Peachtree+Rd+NW+%23+702%2C+Atlanta%2C+GA%2C+30305
"941 Persimmon Pt, Atlanta, GA, 30328",,https://www.zillow.com/homes/941-persimmon-pt--atlanta--ga--30328-30328_rb/,rent_zestimate_history,2026-04-12T16:13:23.465105+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomes%2F941-persimmon-pt--atlanta--ga--30328-30328_rb%2F&byaddress=941+Persimmon+Pt%2C+Atlanta%2C+GA%2C+30328
"941 Persimmon Pt, Atlanta, GA, 30328",,https://www.zillow.com/homes/941-persimmon-pt--atlanta--ga--30328-30328_rb/,zestimate_history,2026-04-12T16:13:23.725009+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomes%2F941-persimmon-pt--atlanta--ga--30328-30328_rb%2F&byaddress=941+Persimmon+Pt%2C+Atlanta%2C+GA%2C+30328
"1250 Lavista Cir NE, Atlanta, GA, 30324",,https://www.zillow.com/homes/1250-lavista-cir-ne--atlanta--ga--30324-30324_rb/,rent_zestimate_history,2026-04-12T16:13:23.982289+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomes%2F1250-lavista-cir-ne--atlanta--ga--30324-30324_rb%2F&byaddress=1250+Lavista+Cir+NE%2C+Atlanta%2C+GA%2C+30324
"1250 Lavista Cir NE, Atlanta, GA, 30324",,https://www.zillow.com/homes/1250-lavista-cir-ne--atlanta--ga--30324-30324_rb/,zestimate_history,2026-04-12T16:13:24.379265+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomes%2F1250-lavista-cir-ne--atlanta--ga--30324-30324_rb%2F&byaddress=1250+Lavista+Cir+NE%2C+Atlanta%2C+GA%2C+30324
"3040 Peachtree Rd NW # 707, Atlanta, GA, 30305",82626925,https://www.zillow.com/homedetails/82626925_zpid/,rent_zestimate_history,2026-04-12T16:13:24.643539+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=82626925&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82626925_zpid%2F&byaddress=3040+Peachtree+Rd+NW+%23+707%2C+Atlanta%2C+GA%2C+30305
"3040 Peachtree Rd NW # 707, Atlanta, GA, 30305",82626925,https://www.zillow.com/homedetails/82626925_zpid/,zestimate_history,2026-04-12T16:13:24.927955+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=82626925&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82626925_zpid%2F&byaddress=3040+Peachtree+Rd+NW+%23+707%2C+Atlanta%2C+GA%2C+30305
"115 W West Peachtree Pl NW # 413, Atlanta, GA, 30313",65463023,https://www.zillow.com/homedetails/65463023_zpid/,rent_zestimate_history,2026-04-12T16:13:25.200413+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=65463023&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65463023_zpid%2F&byaddress=115+W+West+Peachtree+Pl+NW+%23+413%2C+Atlanta%2C+GA%2C+30313
"115 W West Peachtree Pl NW # 413, Atlanta, GA, 30313",65463023,https://www.zillow.com/homedetails/65463023_zpid/,zestimate_history,2026-04-12T16:13:25.474539+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=65463023&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65463023_zpid%2F&byaddress=115+W+West+Peachtree+Pl+NW+%23+413%2C+Atlanta%2C+GA%2C+30313
"44 Peachtree Pl # 1225, Atlanta, GA, 30309",82623343,https://www.zillow.com/homedetails/82623343_zpid/,rent_zestimate_history,2026-04-12T16:13:25.744927+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=82623343&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82623343_zpid%2F&byaddress=44+Peachtree+Pl+%23+1225%2C+Atlanta%2C+GA%2C+30309
"44 Peachtree Pl # 1225, Atlanta, GA, 30309",82623343,https://www.zillow.com/homedetails/82623343_zpid/,zestimate_history,2026-04-12T16:13:26.008771+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=82623343&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82623343_zpid%2F&byaddress=44+Peachtree+Pl+%23+1225%2C+Atlanta%2C+GA%2C+30309
"57 Forsyth St NW Apt 4d # 4D, Atlanta, GA, 30303",65462785,https://www.zillow.com/homedetails/65462785_zpid/,rent_zestimate_history,2026-04-12T16:13:26.303647+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=65462785&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65462785_zpid%2F&byaddress=57+Forsyth+St+NW+Apt+4d+%23+4D%2C+Atlanta%2C+GA%2C+30303
"57 Forsyth St NW Apt 4d # 4D, Atlanta, GA, 30303",65462785,https://www.zillow.com/homedetails/65462785_zpid/,zestimate_history,2026-04-12T16:13:26.562429+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=65462785&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65462785_zpid%2F&byaddress=57+Forsyth+St+NW+Apt+4d+%23+4D%2C+Atlanta%2C+GA%2C+30303
"177 Millbrook Farm Rd, Marietta, GA, 30068",14282663,https://www.zillow.com/homedetails/14282663_zpid/,rent_zestimate_history,2026-04-12T16:13:26.987408+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14282663&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14282663_zpid%2F&byaddress=177+Millbrook+Farm+Rd%2C+Marietta%2C+GA%2C+30068
"177 Millbrook Farm Rd, Marietta, GA, 30068",14282663,https://www.zillow.com/homedetails/14282663_zpid/,zestimate_history,2026-04-12T16:13:27.239649+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=14282663&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14282663_zpid%2F&byaddress=177+Millbrook+Farm+Rd%2C+Marietta%2C+GA%2C+30068
"250 Pharr Rd NE # 779, Atlanta, GA, 30305",69364289,https://www.zillow.com/homedetails/69364289_zpid/,rent_zestimate_history,2026-04-12T16:13:27.504806+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=69364289&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69364289_zpid%2F&byaddress=250+Pharr+Rd+NE+%23+779%2C+Atlanta%2C+GA%2C+30305
"250 Pharr Rd NE # 779, Atlanta, GA, 30305",69364289,https://www.zillow.com/homedetails/69364289_zpid/,zestimate_history,2026-04-12T16:13:27.761753+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=69364289&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69364289_zpid%2F&byaddress=250+Pharr+Rd+NE+%23+779%2C+Atlanta%2C+GA%2C+30305
"602 W Lake Ave NW, Atlanta, GA, 30318",65440824,https://www.zillow.com/homedetails/65440824_zpid/,rent_zestimate_history,2026-04-12T16:13:28.037899+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=65440824&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65440824_zpid%2F&byaddress=602+W+Lake+Ave+NW%2C+Atlanta%2C+GA%2C+30318
"602 W Lake Ave NW, Atlanta, GA, 30318",65440824,https://www.zillow.com/homedetails/65440824_zpid/,zestimate_history,2026-04-12T16:13:28.326359+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=65440824&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65440824_zpid%2F&byaddress=602+W+Lake+Ave+NW%2C+Atlanta%2C+GA%2C+30318
"1280 W Peachtree St NW Apt 3014 # 3014, Atlanta, GA, 30309",71756208,https://www.zillow.com/homedetails/71756208_zpid/,rent_zestimate_history,2026-04-12T16:13:28.584146+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=71756208&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F71756208_zpid%2F&byaddress=1280+W+Peachtree+St+NW+Apt+3014+%23+3014%2C+Atlanta%2C+GA%2C+30309
"1280 W Peachtree St NW Apt 3014 # 3014, Atlanta, GA, 30309",71756208,https://www.zillow.com/homedetails/71756208_zpid/,zestimate_history,2026-04-12T16:13:28.839670+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=71756208&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F71756208_zpid%2F&byaddress=1280+W+Peachtree+St+NW+Apt+3014+%23+3014%2C+Atlanta%2C+GA%2C+30309
"6431 Wright Rd, Atlanta, GA, 30328",35939654,https://www.zillow.com/homedetails/35939654_zpid/,rent_zestimate_history,2026-04-12T16:13:29.102565+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35939654&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35939654_zpid%2F&byaddress=6431+Wright+Rd%2C+Atlanta%2C+GA%2C+30328
"6431 Wright Rd, Atlanta, GA, 30328",35939654,https://www.zillow.com/homedetails/35939654_zpid/,zestimate_history,2026-04-12T16:13:29.359051+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35939654&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35939654_zpid%2F&byaddress=6431+Wright+Rd%2C+Atlanta%2C+GA%2C+30328
"932 Sharon Cir SE, Smyrna, GA, 30080",14302099,https://www.zillow.com/homedetails/14302099_zpid/,rent_zestimate_history,2026-04-12T16:13:29.637833+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14302099&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14302099_zpid%2F&byaddress=932+Sharon+Cir+SE%2C+Smyrna%2C+GA%2C+30080
"932 Sharon Cir SE, Smyrna, GA, 30080",14302099,https://www.zillow.com/homedetails/14302099_zpid/,zestimate_history,2026-04-12T16:13:30.061844+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=14302099&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14302099_zpid%2F&byaddress=932+Sharon+Cir+SE%2C+Smyrna%2C+GA%2C+30080
"1100 Liberty Pkwy NW # 403, Atlanta, GA, 30318",455847215,https://www.zillow.com/homedetails/455847215_zpid/,rent_zestimate_history,2026-04-12T16:13:30.323544+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=455847215&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F455847215_zpid%2F&byaddress=1100+Liberty+Pkwy+NW+%23+403%2C+Atlanta%2C+GA%2C+30318
"1100 Liberty Pkwy NW # 403, Atlanta, GA, 30318",455847215,https://www.zillow.com/homedetails/455847215_zpid/,zestimate_history,2026-04-12T16:13:30.584998+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=455847215&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F455847215_zpid%2F&byaddress=1100+Liberty+Pkwy+NW+%23+403%2C+Atlanta%2C+GA%2C+30318
"6254 Village Arbor Ln, Mableton, GA, 30126",171299511,https://www.zillow.com/homedetails/171299511_zpid/,rent_zestimate_history,2026-04-12T16:13:30.847616+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=171299511&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F171299511_zpid%2F&byaddress=6254+Village+Arbor+Ln%2C+Mableton%2C+GA%2C+30126
"6254 Village Arbor Ln, Mableton, GA, 30126",171299511,https://www.zillow.com/homedetails/171299511_zpid/,zestimate_history,2026-04-12T16:13:31.120170+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=171299511&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F171299511_zpid%2F&byaddress=6254+Village+Arbor+Ln%2C+Mableton%2C+GA%2C+30126
"32 Rumson Ct SE, Smyrna, GA, 30080",14310061,https://www.zillow.com/homedetails/14310061_zpid/,rent_zestimate_history,2026-04-12T16:13:31.422875+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14310061&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14310061_zpid%2F&byaddress=32+Rumson+Ct+SE%2C+Smyrna%2C+GA%2C+30080
"32 Rumson Ct SE, Smyrna, GA, 30080",14310061,https://www.zillow.com/homedetails/14310061_zpid/,zestimate_history,2026-04-12T16:13:31.685588+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=14310061&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14310061_zpid%2F&byaddress=32+Rumson+Ct+SE%2C+Smyrna%2C+GA%2C+30080
"1150 Collier Rd NW Apt F8 # F8, Atlanta, GA, 30318",69379688,https://www.zillow.com/homedetails/69379688_zpid/,rent_zestimate_history,2026-04-12T16:13:31.959106+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=69379688&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69379688_zpid%2F&byaddress=1150+Collier+Rd+NW+Apt+F8+%23+F8%2C+Atlanta%2C+GA%2C+30318
"1150 Collier Rd NW Apt F8 # F8, Atlanta, GA, 30318",69379688,https://www.zillow.com/homedetails/69379688_zpid/,zestimate_history,2026-04-12T16:13:32.217507+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=69379688&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69379688_zpid%2F&byaddress=1150+Collier+Rd+NW+Apt+F8+%23+F8%2C+Atlanta%2C+GA%2C+30318
"799 Hammond Dr # 2, Atlanta, GA, 30328",69371141,https://www.zillow.com/homedetails/69371141_zpid/,rent_zestimate_history,2026-04-12T16:13:32.480034+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=69371141&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69371141_zpid%2F&byaddress=799+Hammond+Dr+%23+2%2C+Atlanta%2C+GA%2C+30328
"799 Hammond Dr # 2, Atlanta, GA, 30328",69371141,https://www.zillow.com/homedetails/69371141_zpid/,zestimate_history,2026-04-12T16:13:32.739918+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=69371141&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69371141_zpid%2F&byaddress=799+Hammond+Dr+%23+2%2C+Atlanta%2C+GA%2C+30328
"2510 Cumberland Ct SE, Smyrna, GA, 30080",14314915,https://www.zillow.com/homedetails/14314915_zpid/,rent_zestimate_history,2026-04-12T16:13:32.999037+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14314915&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14314915_zpid%2F&byaddress=2510+Cumberland+Ct+SE%2C+Smyrna%2C+GA%2C+30080
"2510 Cumberland Ct SE, Smyrna, GA, 30080",14314915,https://www.zillow.com/homedetails/14314915_zpid/,zestimate_history,2026-04-12T16:13:33.264083+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=14314915&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14314915_zpid%2F&byaddress=2510+Cumberland+Ct+SE%2C+Smyrna%2C+GA%2C+30080
